,name,price,top_prize,remaining_top_prizes,chances_to_win,game_start_date,last_date_to_claim,probability,prize_amount,prize_start_num,prize_remaining_num
856,Bonus Bingo X20,20.0,500000.0,3,10,08/24/2020,,2.96,200.0,12750,2956
857,Bonus Bingo X20,20.0,500000.0,3,10,08/24/2020,,2.96,100.0,63668,14550
858,Bonus Bingo X20,20.0,500000.0,3,10,08/24/2020,,2.96,75.0,51784,11925
859,Bonus Bingo X20,20.0,500000.0,3,10,08/24/2020,,2.96,50.0,179341,41602
860,Bonus Bingo X20,20.0,500000.0,3,10,08/24/2020,,2.96,30.0,124798,28910
861,Bonus Bingo X20,20.0,500000.0,3,10,08/24/2020,,2.96,25.0,262221,60853
862,Bonus Bingo X20,20.0,500000.0,3,10,08/24/2020,,2.96,20.0,444682,103430
863,"$500,000 Crossword",20.0,500000.0,2,8,09/23/2019,,2.84,500000.0,8,2
864,"$500,000 Crossword",20.0,500000.0,2,8,09/23/2019,,2.84,50000.0,10,1
865,"$500,000 Crossword",20.0,500000.0,2,8,09/23/2019,,2.84,10000.0,30,3
866,"$500,000 Crossword",20.0,500000.0,2,8,09/23/2019,,2.84,1000.0,931,91
867,"$500,000 Crossword",20.0,500000.0,2,8,09/23/2019,,2.84,500.0,6905,546
868,"$500,000 Crossword",20.0,500000.0,2,8,09/23/2019,,2.84,200.0,26241,2100
869,"$500,000 Crossword",20.0,500000.0,2,8,09/23/2019,,2.84,100.0,47112,3712
870,"$500,000 Crossword",20.0,500000.0,2,8,09/23/2019,,2.84,50.0,330549,26040
871,"$500,000 Crossword",20.0,500000.0,2,8,09/23/2019,,2.84,20.0,781066,66759
